regWord,ipaWord,formality,formalityScore,totalSentenceCount
bong,baŋ,0,0,18
canadian,kənediən,0,0.222222,18
choosing,tʃuzɪŋ,0,0.277778,18
commentary,kaməntɛri,0,0.277778,18
contacted,kantæktəd,0,0.111111,18
crashing,kræʃɪŋ,0,0.277778,18
mob,mab,0,0.222222,18
nephew,nɛfju,0,0.277778,18
ramp,ræmp,0,0.166667,18
rude,rud,0,0.111111,18
sandwich,sændwɪtʃ,0,0.166667,18
focusing,fokəsɪŋ,0,0.277778,18
fortress,fɔrtrəs,0,0.277778,18
grammar,græmər,0,0.0555556,18
hurts,hərts,0,0.111111,18
fiance,fianse,0,0.0588235,17
financially,fənænʃəli,0,0.294118,17
fitness,fɪtnəs,0,0.235294,17
floating,flotɪŋ,0,0.176471,17
freeze,friz,0,0.176471,17
headphones,hɛdfonz,0,0,17
hilarious,həlɛriəs,0,0,17
ignoring,ɪgnɔrɪŋ,0,0.176471,17
kissing,kɪsɪŋ,0,0.176471,17
layer,leər,0,0.294118,17
addicted,ədɪktəd,0,0.117647,17
atheism,eθiɪzəm,0,0.0588235,17
blunt,blənt,0,0.235294,17
clarification,klɛrəfɪkeʃən,0,0.235294,17
clicked,klɪkt,0,0.235294,17
cock,kak,0,0.176471,17
connecting,kənɛktɪŋ,0,0.294118,17
digging,dɪgɪŋ,0,0.235294,17
sends,sɛndz,0,0.117647,17
shirts,ʃərts,0,0.0588235,17
socks,saks,0,0.294118,17
technically,tɛknɪkəli,0,0.176471,17
typed,tajpt,0,0.176471,17
vista,vɪstə,0,0,17
peanut,pinət,0,0.235294,17
portfolio,pɔrtfolio,0,0,17
preferences,prɛfərənsəz,0,0.176471,17
pretend,pritɛnd,0,0.235294,17
programmer,progræmər,0,0.117647,17
recipes,rɛsəpiz,0,0.0588235,17
requested,rɪkwɛstəd,0,0.235294,17
rip,rɪp,0,0.235294,17
salad,sæləd,0,0.294118,17
lurking,lərkɪŋ,0,0.1875,16
monitors,manətərz,0,0.1875,16
needing,nidɪŋ,0,0.25,16
paranoid,pɛrənɔjd,0,0,16
password,pæswərd,0,0,16
raid,red,0,0.1875,16
rant,rænt,0,0,16
regards,rɪgardz,0,0.1875,16
removing,rimuvɪŋ,0,0.1875,16
replay,riple,0,0,16
affecting,əfɛktɪŋ,0,0.25,16
alternatives,ɔltərnətɪvz,0,0.25,16
backpack,bækpæk,0,0,16
basics,besɪks,0,0,16
chick,tʃɪk,0,0.125,16
chips,tʃɪps,0,0.0625,16
exit,ɛgzət,0,0.25,16
gateway,getwe,0,0.125,16
infected,ɪnfɛktəd,0,0,16
infection,ɪnfɛkʃən,0,0.125,16
java,dʒavə,0,0.1875,16
laser,lezər,0,0,16
lenses,lɛnzəz,0,0.1875,16
selfish,sɛlfɪʃ,0,0.1875,16
serial,sɪriəl,0,0.1875,16
submissions,səbmɪʃənz,0,0,16
topics,tapɪks,0,0.1875,16
whatsoever,wətsoɛvər,0,0.1875,16
worlds,wərldz,0,0.0625,16
yea,je,0,0.0625,16
shaving,ʃevɪŋ,0,0.2,15
sniper,snajpər,0,0.0666667,15
sock,sak,0,0.133333,15
specs,spɛks,0,0,15
spelling,spɛlɪŋ,0,0.2,15
squats,skwats,0,0.0666667,15
tutorial,tutɔriəl,0,0,15
vet,vɛt,0,0,15
whatnot,wətnat,0,0.0666667,15
witch,wɪtʃ,0,0.266667,15
apologies,əpalədʒiz,0,0.133333,15
avid,ævəd,0,0,15
batteries,bætəriz,0,0.0666667,15
bikes,bajks,0,0,15
brands,brændz,0,0.2,15
breakup,brekəp,0,0.2,15
castle,kæsəl,0,0.2,15
charging,tʃardʒɪŋ,0,0.266667,15
chatting,tʃætɪŋ,0,0,15
comics,kamɪks,0,0,15
convincing,kənvɪnsɪŋ,0,0.266667,15
crates,krets,0,0.0666667,15
debating,dəbetɪŋ,0,0.2,15
mall,mɔl,0,0,15
messed,mɛst,0,0,15
popped,papt,0,0.266667,15
privacy,prajvəsi,0,0.266667,15
prophet,prafət,0,0.0666667,15
psychiatrist,səkajətrəst,0,0.2,15
puppy,pəpi,0,0,15
pursuing,pərsuɪŋ,0,0.2,15
recover,rɪkəvər,0,0.266667,15
saves,sevz,0,0.0666667,15
eagle,igəl,0,0.2,15
frustration,frəstreʃən,0,0.2,15
horribly,hɔrəbli,0,0.0666667,15
infinity,ɪnfɪnəti,0,0.133333,15
installing,ɪnstɔlɪŋ,0,0.266667,15
interviews,ɪntərvjuz,0,0.266667,15
laundry,lɔndri,0,0.2,15
lava,lavə,0,0.0666667,15
drawer,drɔr,0,0.214286,14
easiest,iziəst,0,0.285714,14
ensure,ɛnʃʊr,0,0.285714,14
fights,fajts,0,0.214286,14
figuring,fɪgjərɪŋ,0,0.285714,14
garbage,garbɪdʒ,0,0.285714,14
gladly,glædli,0,0.285714,14
headache,hɛdek,0,0.214286,14
helmet,hɛlmət,0,0.0714286,14
hobby,habi,0,0.214286,14
incorrect,ɪnkərɛkt,0,0.285714,14
invest,ɪnvɛst,0,0.214286,14
kittens,kɪtənz,0,0.214286,14
layout,leawt,0,0.285714,14
acoustic,əkustɪk,0,0,14
arrow,æro,0,0.285714,14
banned,bænd,0,0.0714286,14
bullying,bʊliɪŋ,0,0.142857,14
caps,kæps,0,0.142857,14
cart,kart,0,0.285714,14
clicking,klɪkɪŋ,0,0,14
clueless,kluləs,0,0,14
clumps,kləmps,0,0.285714,14
commercials,kəmərʃəlz,0,0.214286,14
cons,kanz,0,0.0714286,14
controller,kəntrolər,0,0.0714286,14
cookies,kʊkiz,0,0.214286,14
crashes,kræʃəz,0,0.0714286,14
crush,krəʃ,0,0.142857,14
disgusting,dɪsgəstɪŋ,0,0.142857,14
domain,domen,0,0.214286,14
sisters,sɪstərz,0,0.214286,14
sized,sajzd,0,0.214286,14
starter,startər,0,0.142857,14
stays,stez,0,0.214286,14
submitting,səbmɪtɪŋ,0,0.214286,14
thankfully,θæŋkfəli,0,0,14
viewing,vjuɪŋ,0,0.285714,14
wears,wɛrz,0,0.214286,14
marathon,mɛrəθan,0,0.214286,14
metro,mɛtro,0,0.142857,14
mobs,mabz,0,0.142857,14
nerd,nərd,0,0,14
optional,apʃənəl,0,0.285714,14
pill,pɪl,0,0.285714,14
platinum,plætnəm,0,0.214286,14
prescription,prəskrɪpʃən,0,0.285714,14
prick,prɪk,0,0.0714286,14
pussy,pʊsi,0,0.214286,14
quitting,kwɪtɪŋ,0,0.142857,14
referral,rəfərəl,0,0.142857,14
remotely,rimotli,0,0.142857,14
replays,riplez,0,0,14
sarcasm,sarkæzəm,0,0.142857,14
scoring,skɔrɪŋ,0,0.285714,14
luckily,ləkəli,0,0.230769,13
melee,mele,0,0.153846,13
mentions,mɛnʃənz,0,0.230769,13
micro,majkro,0,0,13
moderately,madərətli,0,0.230769,13
monsters,manstərz,0,0.0769231,13
mormon,mɔrmən,0,0.0769231,13
packs,pæks,0,0.153846,13
printer,prɪntər,0,0,13
refuses,rəfjuzəz,0,0.230769,13
reset,risɛt,0,0,13
ridiculously,rədɪkjələsli,0,0.153846,13
scouting,skawtɪŋ,0,0.153846,13
additionally,ədɪʃənəli,0,0.230769,13
adobe,ədobi,0,0.0769231,13
bothers,baðərz,0,0.153846,13
complaining,kəmplenɪŋ,0,0.153846,13
compliment,kampləmɛnt,0,0.153846,13
confusing,kənfjuzɪŋ,0,0.153846,13
consensus,kənsɛnsəs,0,0.230769,13
crafted,kræftəd,0,0,13
disconnected,dɪskənɛktəd,0,0.230769,13
dungeon,dəndʒən,0,0.153846,13
galaxy,gæləksi,0,0.153846,13
generic,dʒənɛrɪk,0,0,13
halo,helo,0,0.0769231,13
haunted,hɔnəd,0,0.230769,13
heck,hɛk,0,0.0769231,13
hesitant,hɛzətənt,0,0.153846,13
insulting,ɪnsəltɪŋ,0,0.153846,13
knowledgeable,nalədʒəbəl,0,0.153846,13
semi,sɛmi,0,0.0769231,13
slots,slats,0,0.153846,13
streaming,strimɪŋ,0,0.230769,13
suicidal,suəsajdəl,0,0,13
teens,tinz,0,0.230769,13
trash,træʃ,0,0.153846,13
wrap,ræp,0,0.230769,13
seller,sɛlər,0,0.166667,12
shooter,ʃutər,0,0.25,12
shrink,ʃrɪŋk,0,0.25,12
slap,slæp,0,0.0833333,12
smoker,smokər,0,0,12
spider,spajdər,0,0,12
stain,sten,0,0.25,12
stoned,stond,0,0.0833333,12
swap,swap,0,0.0833333,12
tags,tægz,0,0.0833333,12
tomato,təmeto,0,0.25,12
toronto,təranto,0,0.0833333,12
volunteering,vɔləntɪrɪŋ,0,0.0833333,12
wallpaper,wɔlpepər,0,0.25,12
affordable,əfɔrdəbəl,0,0.0833333,12
attachment,ətætʃmənt,0,0.25,12
bail,bel,0,0.25,12
bakery,bekəri,0,0.166667,12
ban,bæn,0,0.25,12
braves,brevz,0,0.25,12
chests,tʃɛsts,0,0.166667,12
chunk,tʃəŋk,0,0.166667,12
consuming,kənsumɪŋ,0,0.25,12
coworkers,kowərkərz,0,0.166667,12
custody,kəstədi,0,0.166667,12
database,detəbes,0,0,12
deadlines,dɛdlajnz,0,0,12
dell,dɛl,0,0,12
disclaimer,dɪsklemər,0,0.0833333,12
documentary,dakjəmɛntəri,0,0.166667,12
makeup,mekəp,0,0.0833333,12
manually,mænjuəli,0,0.25,12
matt,mæt,0,0.25,12
mentioning,mɛnʃənɪŋ,0,0.166667,12
overwhelmed,ovərwɛlmd,0,0.166667,12
owns,onz,0,0.25,12
pointless,pɔjntləs,0,0,12
rambling,ræmblɪŋ,0,0.0833333,12
scam,skæm,0,0.0833333,12
secondly,sɛkəndli,0,0.166667,12
dragon,drægən,0,0.0833333,12
dudes,djudz,0,0,12
em,ɛm,0,0.25,12
enjoyable,ɛndʒɔjəbəl,0,0.166667,12
flashing,flæʃɪŋ,0,0.166667,12
gals,gælz,0,0.166667,12
goodbye,gʊdbaj,0,0.25,12
gorgeous,gɔrdʒəs,0,0.166667,12
grandparents,grændpɛrənts,0,0.25,12
hangover,hæŋovər,0,0.0833333,12
heal,hil,0,0.25,12
herpes,hərpiz,0,0,12
homeless,homləs,0,0,12
interactions,ɪntərækʃənz,0,0.0833333,12
kindle,kɪndəl,0,0,12
downloading,dawnlodɪŋ,0,0,11
drastically,dræstɪkli,0,0.272727,11
excuses,ɪkskjusəz,0,0.181818,11
flick,flɪk,0,0.0909091,11
folds,foldz,0,0.272727,11
footage,fʊtɪdʒ,0,0.0909091,11
fulfilling,fʊlfɪlɪŋ,0,0.0909091,11
gig,gɪg,0,0.0909091,11
girlfriends,gərlfrɛndz,0,0,11
hardcore,hardkɔr,0,0,11
harrier,hɛriər,0,0,11
heroin,hɛroən,0,0.181818,11
hiking,hajkɪŋ,0,0.0909091,11
hiring,hajrɪŋ,0,0.0909091,11
hosts,hosts,0,0.181818,11
icon,ajkan,0,0,11
insomnia,ɪnsamniə,0,0.272727,11
itch,ɪtʃ,0,0.272727,11
laughs,læfs,0,0.272727,11
lifestyle,lajfstajl,0,0,11
listing,lɪstɪŋ,0,0.181818,11
logged,lɔgd,0,0.0909091,11
addict,ədɪkt,0,0,11
alcoholic,ælkəhalɪk,0,0.0909091,11
banana,bənænə,0,0.0909091,11
bizarre,bəzar,0,0.272727,11
booze,buz,0,0.272727,11
brownies,brawniz,0,0,11
browse,brawz,0,0,11
bugging,bəgɪŋ,0,0.0909091,11
cider,sajdər,0,0.0909091,11
console,kansol,0,0,11
consume,kənsum,0,0.181818,11
demo,dɛmo,0,0,11
dock,dak,0,0.272727,11
stance,stæns,0,0.181818,11
subway,səbwe,0,0.181818,11
supportive,səpɔrtɪv,0,0.181818,11
tactic,tæktɪk,0,0.181818,11
toy,tɔj,0,0.0909091,11
tuned,tund,0,0.272727,11
wardrobe,wɔrdrob,0,0.272727,11
longest,lɔŋgəst,0,0.181818,11
magma,mægmə,0,0,11
manages,mænɪdʒəz,0,0.181818,11
mediocre,midiokər,0,0,11
mr,mɪstər,0,0,11
pointers,pɔjntərz,0,0,11
powered,pawərd,0,0.181818,11
responding,rəspandɪŋ,0,0.272727,11
retarded,rətardəd,0,0.181818,11
rig,rɪg,0,0.181818,11
runner,rənər,0,0.181818,11
scare,skɛr,0,0.272727,11
searches,sərtʃəz,0,0.181818,11
loser,luzər,0,0.1,10
medic,mɛdɪk,0,0,10
mini,mɪni,0,0,10
motivate,motəvet,0,0,10
motorcycle,motərsajkəl,0,0,10
noticing,notəsɪŋ,0,0.1,10
obese,obis,0,0,10
pedal,pɛdəl,0,0.2,10
poke,pok,0,0.1,10
professionals,prəfɛʃənəlz,0,0.2,10
pub,pəb,0,0.1,10
rebate,ribet,0,0,10
relaxing,rəlæksɪŋ,0,0.2,10
researching,risərtʃɪŋ,0,0.1,10
satan,setən,0,0.2,10
agnostic,ægnastɪk,0,0,10
alt,alt,0,0,10
bang,bæŋ,0,0.1,10
beforehand,bəfɔrhænd,0,0.2,10
brake,brek,0,0.1,10
cables,kebəlz,0,0,10
catchy,kætʃi,0,0.1,10
charger,tʃardʒər,0,0,10
cheat,tʃit,0,0.2,10
compatible,kəmpætəbəl,0,0.2,10
contacting,kantæktɪŋ,0,0.2,10
coolest,kuləst,0,0.2,10
cycling,sajkəlɪŋ,0,0,10
donations,doneʃənz,0,0.1,10
erection,ɪrɛkʃən,0,0.1,10
facial,feʃəl,0,0,10
feminist,fɛmənəst,0,0.1,10
flex,flɛks,0,0.1,10
fooled,fuld,0,0.2,10
freaked,frikt,0,0,10
fridge,frɪdʒ,0,0,10
ginger,dʒɪndʒər,0,0.2,10
grind,grajnd,0,0.1,10
hack,hæk,0,0.2,10
hangers,hæŋərz,0,0.1,10
hash,hæʃ,0,0,10
headset,hɛdsɛt,0,0,10
highlights,hajlajts,0,0.2,10
hive,hajv,0,0.2,10
lag,læg,0,0.2,10
lastly,læstli,0,0.2,10
libido,ləbido,0,0.2,10
shady,ʃedi,0,0.2,10
shine,ʃajn,0,0.2,10
snacks,snæks,0,0.1,10
strategies,strætədʒiz,0,0,10
tabs,tæbz,0,0,10
teenager,tinedʒər,0,0.2,10
torrents,tɔrənts,0,0.2,10
upcoming,əpkəmɪŋ,0,0,10
upgrading,əpgredɪŋ,0,0.1,10
venue,vɛnju,0,0,10
wishing,wɪʃɪŋ,0,0.1,10
worthless,wərθləs,0,0.1,10
shipped,ʃɪpt,0,0.222222,9
shocking,ʃakɪŋ,0,0.222222,9
shoots,ʃuts,0,0,9
siblings,sɪblɪŋz,0,0,9
sour,sawər,0,0.222222,9
specifics,spəsɪfɪks,0,0.111111,9
starters,startərz,0,0.111111,9
subs,səbz,0,0.222222,9
subscribed,səbskrajbd,0,0.111111,9
sword,sɔrd,0,0.222222,9
teenage,tinedʒ,0,0.222222,9
tolerance,talərəns,0,0,9
tunnels,tənəlz,0,0.222222,9
tutorials,tutɔriəlz,0,0.111111,9
virtual,vərtʃuəl,0,0.222222,9
whim,wɪm,0,0.222222,9
abusive,əbjusɪv,0,0,9
admittedly,ædmɪtədli,0,0.111111,9
amongst,əməŋst,0,0.222222,9
asses,æsəz,0,0.222222,9
automated,ɔtəmetəd,0,0.111111,9
backyard,bækjard,0,0,9
barracks,bærəks,0,0.222222,9
bedrock,bɛdrak,0,0,9
beginner,bɪgɪnər,0,0,9
braille,brel,0,0.111111,9
brew,bru,0,0,9
challenges,tʃæləndʒəz,0,0.222222,9
charities,tʃɛrətiz,0,0.111111,9
clan,klæn,0,0.222222,9
coke,kok,0,0.222222,9
coworker,kowərkər,0,0.111111,9
cube,kjub,0,0.111111,9
deleting,dəlitɪŋ,0,0,9
developers,dɪvɛləpərz,0,0.111111,9
distracting,dɪstræktɪŋ,0,0.111111,9
donating,donetɪŋ,0,0,9
mailbox,melbaks,0,0.111111,9
manly,mænli,0,0.222222,9
messing,mɛsɪŋ,0,0,9
microphone,majkrəfon,0,0.222222,9
minded,majndəd,0,0.111111,9
mint,mɪnt,0,0.111111,9
mixer,mɪksər,0,0.111111,9
moderators,madəretərz,0,0,9
nausea,nɔziə,0,0.222222,9
nightmares,najtmɛrz,0,0.111111,9
nominate,namənet,0,0.222222,9
outright,awtrajt,0,0.222222,9
ports,pɔrts,0,0.222222,9
propane,propen,0,0,9
ranked,ræŋkt,0,0.111111,9
rats,ræts,0,0.222222,9
recession,rəsɛʃən,0,0.222222,9
salsa,sɔlsə,0,0,9
savvy,sævi,0,0,9
scouts,skawts,0,0.222222,9
drowning,drawnɪŋ,0,0.111111,9
edibles,ɛdəbəlz,0,0,9
encounters,ɛnkawntərz,0,0.222222,9
essentials,əsɛntʃəlz,0,0.222222,9
etiquette,ɛtəkət,0,0.111111,9
expose,ɪkspoz,0,0.222222,9
fedora,fədɔrə,0,0.222222,9
flop,flap,0,0,9
friendships,frɛndʃɪps,0,0.222222,9
funding,fəndɪŋ,0,0.111111,9
gallon,gælən,0,0.111111,9
goodnight,gʊdnajt,0,0.222222,9
grandpa,grændpa,0,0,9
handicapped,hændikæpt,0,0,9
hangs,hæŋz,0,0.222222,9
hop,hap,0,0.111111,9
hosting,hostɪŋ,0,0.111111,9
identifying,ajdɛntəfajɪŋ,0,0.222222,9
implementing,ɪmpləmɛntɪŋ,0,0.222222,9
insanity,ɪnsænəti,0,0.222222,9
interact,ɪntərækt,0,0.222222,9
interface,ɪntərfes,0,0,9
kicks,kɪks,0,0.111111,9
kitten,kɪtən,0,0.222222,9
laptops,læptaps,0,0,9
lasts,læsts,0,0,9
legally,ligəli,0,0.111111,9
listings,lɪstɪŋz,0,0.111111,9
logging,lɔgɪŋ,0,0.222222,9
enlighten,ɛnlajtən,0,0,8
exam,ɪgzæm,0,0,8
folding,foldɪŋ,0,0.25,8
fries,frajz,0,0,8
functionality,fəŋkʃənæləti,0,0.125,8
gears,gɪrz,0,0.125,8
greetings,gritɪŋz,0,0.25,8
grid,grɪd,0,0,8
healthier,hɛlθiər,0,0.25,8
hike,hajk,0,0.25,8
horny,hɔrni,0,0,8
insightful,ɪnsajtfəl,0,0,8
irritated,ɪrətetəd,0,0.25,8
jerk,dʒərk,0,0.125,8
accumulated,əkjumjəletəd,0,0.125,8
albeit,ɔlbiət,0,0,8
arcade,arked,0,0.25,8
bananas,bənænəz,0,0.125,8
binary,bajnəri,0,0,8
bipolar,bajpolər,0,0,8
booting,butɪŋ,0,0,8
bra,bra,0,0,8
catches,kætʃəz,0,0.125,8
cheer,tʃɪr,0,0.25,8
cheesy,tʃizi,0,0,8
copied,kapid,0,0.25,8
daddy,dædi,0,0.25,8
deserving,dəzərvɪŋ,0,0.125,8
distractions,dɪstrækʃənz,0,0.25,8
shiny,ʃajni,0,0.25,8
slut,slət,0,0,8
spicy,spajsi,0,0.125,8
substitution,səbstətuʃən,0,0.125,8
surfing,sərfɪŋ,0,0,8
tablespoon,tebəlspun,0,0.25,8
treadmill,trɛdmɪl,0,0.125,8
trolling,trolɪŋ,0,0,8
unlock,ənlak,0,0.25,8
upwards,əpwərdz,0,0.25,8
visa,vizə,0,0.25,8
waterfall,wɔtərfɔl,0,0.125,8
whore,hɔr,0,0,8
worms,wərmz,0,0.25,8
worrying,wəriɪŋ,0,0.25,8
macro,mækro,0,0,8
massage,məsaʒ,0,0.25,8
medications,mɛdəkeʃənz,0,0,8
messy,mɛsi,0,0.25,8
moms,mamz,0,0,8
monkeys,məŋkiz,0,0.125,8
mushroom,məʃrum,0,0.125,8
muslim,məzləm,0,0.125,8
perspectives,pərspɛktɪvz,0,0,8
pillar,pɪlər,0,0.25,8
protecting,prətɛktɪŋ,0,0,8
racist,resəst,0,0.125,8
rename,rinem,0,0,8
rewarded,rəwɔrdəd,0,0.25,8
sarcastic,sarkæstɪk,0,0,8
screwing,skruɪŋ,0,0,8
lonesome,lonsəm,0,0,NULL
longingly,lɔŋɪŋli,0,0,NULL
longings,lɔŋɪŋz,0,0,NULL
longish,lɔŋɪʃ,0,0,NULL
longitude,landʒətud,0,0,NULL
longitudes,landʒətudz,0,0,NULL
longitudinal,landʒətudənəl,0,0,NULL
longs,lɔŋz,0,0,NULL
longstanding,lɔŋstændɪŋ,0,0,NULL
loo,lu,0,0,NULL
lookalike,lʊkəlajk,0,0,NULL
looker,lʊkər,0,0,NULL
lookers,lʊkərz,0,0,NULL
lookout,lʊkawt,0,0,NULL
loon,lun,0,0,NULL
looney,luni,0,0,NULL
loony,luni,0,0,NULL
looped,lupt,0,0,NULL
loopholes,lupholz,0,0,NULL
loops,lups,0,0.25,NULL
loopy,lupi,0,0,NULL
loosed,lust,0,0,NULL
loosening,lusənɪŋ,0,0,NULL
loosens,lusənz,0,0,NULL
looser,lusər,0,0,NULL
looses,lusəz,0,0,NULL
loosing,lusɪŋ,0,0,NULL
looted,lutəd,0,0,NULL
looter,lutər,0,0,NULL
looters,lutərz,0,0,NULL
lop,lap,0,0,NULL
lopes,lops,0,0,NULL
lopped,lapt,0,0,NULL
loppers,lapərz,0,0,NULL
lopping,lapɪŋ,0,0,NULL
lopsided,lapsajdəd,0,0,NULL
lords,lɔrdz,0,0,NULL
lorelei,lɔrəlaj,0,0,NULL
lorries,lɔriz,0,0,NULL
lorry,lɔri,0,0,NULL
loth,laθ,0,0,NULL
lotteries,latəriz,0,0,NULL
lottery,latəri,0,0,NULL
lotto,lato,0,0,NULL
lotus,lotəs,0,0,NULL
lounges,lawndʒəz,0,0,NULL
lovable,ləvəbəl,0,0,NULL
loveless,ləvləs,0,0,NULL
lovemaking,ləvmekɪŋ,0,0,NULL
lovingly,ləvɪŋli,0,0,NULL
lowers,loərz,0,0.25,NULL
lowing,loɪŋ,0,0,NULL
lowland,lolænd,0,0,NULL
lowlands,lolændz,0,0,NULL
loyalist,lɔjələst,0,0,NULL
loyally,lɔjəli,0,0,NULL
lozenge,lɔzəndʒ,0,0,NULL
lozenges,lɔzəndʒəz,0,0,NULL
luanda,luandə,0,0,NULL
lubber,ləbər,0,0,NULL
lubbers,ləbərz,0,0,NULL
lubricant,lubrəkənt,0,0,NULL
lubricants,lubrəkənts,0,0,NULL
lubricate,lubrɪket,0,0,NULL
lubricated,lubrəketəd,0,0,NULL
lubricating,lubrəketɪŋ,0,0,NULL
luckier,ləkiər,0,0,NULL
luckiest,ləkiəst,0,0,NULL
luckless,ləkləs,0,0,NULL
lucrative,lukrətɪv,0,0,NULL
ludicrously,ludəkrəsli,0,0,NULL
lugging,ləgɪŋ,0,0,NULL
lugs,ləgz,0,0,NULL
lugubrious,lugjubriəs,0,0,NULL
lullabies,lələbajz,0,0,NULL
lulled,ləld,0,0,NULL
lulling,ləlɪŋ,0,0,NULL
lulls,ləlz,0,0,NULL
lulu,lulu,0,0,NULL
lumbago,ləmbego,0,0,NULL
lumbar,ləmbar,0,0,NULL
lumberjack,ləmbərdʒæk,0,0,NULL
lumen,lumən,0,0,NULL
luminal,lumənəl,0,0,NULL
luminance,lumənəns,0,0,NULL
luminaries,lumənɛriz,0,0,NULL
luminary,lumənɛri,0,0,NULL
luminescence,lumənɛsəns,0,0,NULL
luminescent,lumənɛsənt,0,0,NULL
lumped,ləmpt,0,0,NULL
lumping,ləmpɪŋ,0,0,NULL
luna,lunə,0,0,NULL
lunacy,lunəsi,0,0,NULL
lunatic,lunətɪk,0,0,NULL
lunatics,lunətɪks,0,0,NULL
lunched,ləntʃt,0,0,NULL
luncheons,ləntʃənz,0,0,NULL
lunching,ləntʃɪŋ,0,0,NULL
lunges,ləndʒəz,0,0,NULL
lungfish,ləŋfɪʃ,0,0,NULL
lunging,ləndʒɪŋ,0,0,NULL
lupin,lupən,0,0,NULL
lurches,lərtʃəz,0,0,NULL
lured,lʊrd,0,0,NULL
lures,lʊrz,0,0,NULL
luring,lʊrɪŋ,0,0,NULL
lurk,lərk,0,0.2,NULL
lurks,lərks,0,0,NULL
lusaka,lusakə,0,0,NULL
luscious,ləʃəs,0,0,NULL
lusher,ləʃər,0,0,NULL
lusted,ləstəd,0,0,NULL
lustful,ləstfəl,0,0,NULL
lusting,ləstɪŋ,0,0,NULL
lustre,ləstər,0,0,NULL
lustrous,ləstrəs,0,0,NULL
lusty,ləsti,0,0,NULL
lute,lut,0,0,NULL
lutes,luts,0,0,NULL
lux,ləks,0,0,NULL
luxor,ləksər,0,0,NULL
luxuriant,ləgʒəriənt,0,0,NULL
lymph,lɪmf,0,0,NULL
lymphatic,lɪmfætɪk,0,0,NULL
lymphocyte,lɪmfəsajt,0,0,NULL
lymphocytes,lɪmfəsajts,0,0,NULL
lymphomas,lɪmfoməz,0,0,NULL
lynch,lɪntʃ,0,0,NULL
lynched,lɪntʃt,0,0,NULL
lynching,lɪntʃɪŋ,0,0,NULL
lynx,lɪŋks,0,0,NULL
lynxes,lɪŋksəz,0,0,NULL
lyon,lajən,0,0,NULL
lyons,lajənz,0,0,NULL
lyra,lajrə,0,0,NULL
lyre,lajr,0,0,NULL
lyrically,lɪrɪkli,0,0,NULL
lyricists,lɪrəsəsts,0,0,NULL
lyrist,lɪrɪst,0,0,NULL
lysine,lajsin,0,0,NULL
macaques,məkaks,0,0,NULL
macaroni,mækəroni,0,0,NULL
macaw,məkɔ,0,0,NULL
macaws,məkɔz,0,0,NULL
mace,mes,0,0,NULL
machete,məʃɛti,0,0,NULL
machetes,məʃɛtiz,0,0,NULL
machination,mæʃəneʃən,0,0,NULL
machinations,mæʃəneʃənz,0,0,NULL
machined,mɪʃind,0,0,NULL
machinists,mɪʃinəsts,0,0,NULL
machismo,mətʃɪzmo,0,0,NULL
macho,matʃo,0,0,NULL
macintosh,mækəntɔʃ,0,0,NULL
macintoshes,mækəntɔʃəz,0,0,NULL
mackerel,mækərəl,0,0.25,NULL
mackintosh,mækəntaʃ,0,0,NULL
macroeconomic,mækroɛkənamɪk,0,0,NULL
macroeconomics,mækroɛkənamɪks,0,0,NULL
macrophage,mækrofedʒ,0,0,NULL
macrophages,mækrofedʒəz,0,0,NULL
madam,mædəm,0,0,NULL
madcap,mædkæp,0,0,NULL
maddening,mædənɪŋ,0,0,NULL
maddeningly,mædənɪŋli,0,0,NULL
madder,mædər,0,0,NULL
madeira,mədɪrə,0,0,NULL
mademoiselle,mædəməzɛl,0,0,NULL
madhouse,mædhaws,0,0,NULL
madman,mædmæn,0,0,NULL
madmen,mædmən,0,0,NULL
madras,mædrəs,0,0,NULL
maelstrom,melstrəm,0,0,NULL
mafia,mafiə,0,0,NULL
mag,mæg,0,0,NULL
maggot,mægət,0,0,NULL
magi,medʒaj,0,0,NULL
magisterial,mædʒəstiriəl,0,0,NULL
magnanimous,mægnænəməs,0,0,NULL
magnate,mægnət,0,0,NULL
magnates,mægnets,0,0,NULL
magnesia,mægniʒə,0,0,NULL
magnesium,mægniziəm,0,0,NULL
magnetically,mægnɛtɪkəli,0,0,NULL
magnetite,mægnətajt,0,0,NULL
magnetometer,mægnətamətər,0,0,NULL
magnetometers,mægnətamətərz,0,0,NULL
magnetron,mægnətran,0,0,NULL
magnets,mægnəts,0,0,NULL
magnifications,mægnəfəkeʃənz,0,0,NULL
magnifier,mægnəfajər,0,0,NULL
magnifies,mægnəfajz,0,0,NULL
magnify,mægnəfaj,0,0,NULL
magnolia,mægnoljə,0,0,NULL
magnolias,mægnoljəz,0,0,NULL
magpie,mægpaj,0,0,NULL
magpies,mægpajz,0,0,NULL
mags,mægz,0,0,NULL
mahatma,məhatmə,0,0,NULL
maiden,medən,0,0,NULL
maidens,medənz,0,0,NULL
mailings,melɪŋz,0,0,NULL
mailman,melmæn,0,0,NULL
maim,mem,0,0,NULL
maimed,memd,0,0,NULL
maiming,memɪŋ,0,0,NULL
maims,memz,0,0,NULL
mainframe,menfrem,0,0,NULL
mainframes,menfremz,0,0,NULL
mainline,menlajn,0,0,NULL
mains,menz,0,0,NULL
mainstay,menste,0,0,NULL
mainstays,menstez,0,0,NULL
